event_id,session_id,is_bot,event_type,bot_id,action,timestamp,ip_address,user_agent,actions_per_session,prev_timestamp,time_diff_sec,action_code,bot_code
85af4e83-b788-4b2e-a227-07190b097ba1,28e5b82b,0,human,none,scroll,2025-12-05 23:14:28.511461258,172.16.100.218,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,3,4
d823304f-286f-42e1-b5b5-f9175dcf2122,28e66193,1,bot,scraper_bot,scroll,2025-12-05 22:57:43.552390575,192.168.170.32,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),1,,0.0,3,6
566aa3df-39f4-4b22-84d9-660ba225efac,294fb8dd,0,human,none,page_view,2025-12-05 23:14:54.740001440,10.0.146.185,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,2,4
de7f5a65-e91e-4532-8864-1a7a94b668cb,2a3a22e5,0,human,none,page_view,2025-12-05 23:14:10.911126375,172.16.48.202,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
6cd501d8-7a85-423b-9686-6cc70c215dcc,2bef3ffc,0,human,none,click,2025-12-05 22:48:59.741602421,192.168.42.116,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,0,4
a904e05c-2192-4273-9217-06aadddc8aa0,2ce76a0d,0,human,none,page_view,2025-12-05 23:13:44.565697432,10.0.31.89,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,2,4
861d18f3-e12b-437b-9a61-50f41afe89a8,2f4a76c5,0,human,none,page_view,2025-12-05 23:14:17.399687052,10.0.60.240,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,2,4
37781cb2-0ffe-4557-a45d-64670a0725b7,30da6a9f,1,bot,yandex_bot,click,2025-12-05 23:15:42.854954004,157.55.39.176,Selenium/Chrome/120.0.6099.109,1,,0.0,0,9
555c725b-8d6c-4a8d-ba83-287662a95c76,30f1f7c9,0,human,none,scroll,2025-12-05 22:54:03.976840496,172.16.126.97,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,3,4
6054410f-5b4f-4121-8c09-2c43e1fa6c11,32f244bd,0,human,none,click,2025-12-05 23:13:44.731560946,192.168.80.139,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
982fd3d2-ded0-4eb1-bba7-de8994565e5a,340fb78f,0,human,none,page_view,2025-12-05 22:59:12.070063114,10.0.97.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
1864b66b-9830-4d8e-a75b-c924285cb6dc,34554ee7,0,human,none,scroll,2025-12-05 23:14:34.835089445,10.0.189.38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,3,4
36abfbde-c391-4ee5-a5cb-756da9943945,35072729,0,human,none,page_view,2025-12-05 23:00:43.413486958,192.168.198.207,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
f5a9d558-7bc8-4f0a-b2ac-176656869c42,3538cab8,0,human,none,page_view,2025-12-05 22:48:56.998402357,172.16.88.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
0289481c-4bc2-4ac6-aac2-0a77cd572a32,3600dcd5,0,human,none,click,2025-12-05 22:55:04.605432034,172.16.103.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,0,4
c89f5cd2-f674-4cfe-9ba3-6b355ebdfdb3,366a3fa6,1,bot,googlebot,click,2025-12-05 23:00:06.763406038,66.249.88.103,python-requests/2.31.0,1,,0.0,0,3
c0deff4d-df6e-45a8-987f-ce525f1f68c7,372d62a2,1,bot,twitterbot,page_view,2025-12-05 22:57:55.940550327,10.177.82.213,Go-http-client/2.0,1,,0.0,2,8
b0770d69-8395-4d1b-b224-06057dda7997,3753da1b,1,bot,curl_bot,page_view,2025-12-05 23:18:56.761741161,10.169.187.86,curl/7.88.1,1,,0.0,2,1
b2d379c4-a1a9-4447-bc45-bc7cca602fff,38517846,1,bot,yandex_bot,page_view,2025-12-05 22:58:31.958215237,10.13.0.221,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),1,,0.0,2,9
0f934149-a2b4-4434-a5fc-49d0aec0df68,38a37e72,0,human,none,click,2025-12-05 23:01:42.439569712,192.168.242.51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
3b1c67f2-c0e6-470a-a5de-1f1ea0e6c247,38c9b651,0,human,none,page_view,2025-12-05 22:58:26.444914341,10.0.243.49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
fcdae297-1593-4d85-afef-5acff5a6f76c,39329613,1,bot,yandex_bot,page_view,2025-12-05 22:58:00.768374681,157.55.39.117,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/120.0.6099.108 Safari/537.36",1,,0.0,2,9
f47a871f-ffaf-43fd-b003-ecddbbb1b0c4,39c45ba6,0,human,none,click,2025-12-05 22:58:17.298994064,10.0.17.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,0,4
32d29096-b36e-42b2-9922-b6bfb67f997c,3c93ce99,0,human,none,scroll,2025-12-05 23:13:40.544564962,192.168.62.227,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,3,4
9eeef2e0-130e-4b88-9bb1-a776cb09960b,3ca5d2e4,0,human,none,page_view,2025-12-05 23:00:07.943784714,172.16.36.150,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,2,4
971cbdcb-af0c-47c8-a3ce-e2cbe55d4337,3d1cf2ce,0,human,none,page_view,2025-12-05 22:57:58.421882629,10.0.8.200,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,2,4
31d67af5-9b52-4686-89e5-29007366945f,3d2b988c,0,human,none,click,2025-12-05 22:49:16.647009850,172.16.255.43,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,0,4
895e2d09-9e98-4b94-9cc7-e5f8ea965a84,3d8bde8c,1,bot,python_requests_bot,page_view,2025-12-05 22:57:46.918876410,10.11.83.42,curl/7.88.1,1,,0.0,2,5
be05333f-37ac-4844-b9dd-2be8a2a06eb6,3e416e6a,1,bot,yandex_bot,search,2025-12-05 22:58:41.433497906,66.249.84.139,python-requests/2.31.0,1,,0.0,4,9
9d284a43-8d73-4c1f-824f-531344c69f71,3fa2d685,0,human,none,search,2025-12-05 23:15:15.647551060,192.168.62.41,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,4,4
13f2b17a-bad0-454d-902b-f68e3d70971e,3faf7fe3,0,human,none,page_view,2025-12-05 22:58:09.371479511,172.16.75.181,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
4b60a33c-f4e5-4b8a-960f-1a8fcc1eaa54,4001dd52,0,human,none,click,2025-12-05 23:17:28.348110914,10.0.201.237,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,0,4
d8f4edf4-f256-48f6-a056-1e3543c5ae36,403d6338,0,human,none,scroll,2025-12-05 22:49:59.411717892,192.168.219.178,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,3,4
68a5e75e-cfc1-4c6d-a250-4901e29cab11,40690baf,0,human,none,click,2025-12-05 22:49:50.196922302,10.0.48.156,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
a3c1305a-8cdf-49e3-9230-a9b348363125,40e8e47a,0,human,none,page_view,2025-12-05 22:59:15.120663643,192.168.213.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
08dea263-d630-4e83-bcda-4f016cd1d821,40ecaa27,1,bot,curl_bot,search,2025-12-05 22:59:24.915202618,66.249.87.19,Googlebot/2.1 (+http://www.google.com/bot.html),1,,0.0,4,1
08864d29-8fee-4d02-90d9-748cf7c16227,42aa48ca,0,human,none,click,2025-12-05 22:49:34.400772095,192.168.102.97,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
9de44866-9158-4ac9-81b6-8f35e4802c89,42c94fb5,0,human,none,click,2025-12-05 22:48:39.695284843,10.0.127.73,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,0,4
1fede9be-2f83-4e3f-a85f-bcaf6c705798,44c29af4,0,human,none,page_view,2025-12-05 22:52:17.934623718,172.16.189.10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,2,4
412608b5-2360-476e-9063-a25a13379674,45b98f9a,0,human,none,page_view,2025-12-05 23:01:23.192162991,10.0.198.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,2,4
5d3bbb96-b3fe-46c3-a671-820e946a93cd,45f4e8ba,1,bot,bingbot,click,2025-12-05 23:14:02.026342869,10.207.8.151,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/120.0.6099.108 Safari/537.36",1,,0.0,0,0
57ba47c8-67b7-442b-8cb6-f0e6e211595a,464c0012,0,human,none,scroll,2025-12-05 22:51:00.690549374,192.168.105.226,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,3,4
d91b9df3-aa55-4b4a-a4e0-edcaa56194e8,4656ab1c,0,human,none,page_view,2025-12-05 23:01:54.202660561,172.16.206.54,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
f2859dc0-79f7-4909-8f9f-43007822fa42,46f946fa,0,human,none,page_view,2025-12-05 22:58:21.889972687,192.168.28.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,2,4
6dfe5eda-f18d-4d06-b770-fc2d12c6e685,481e5b72,0,human,none,scroll,2025-12-05 22:48:47.146364450,172.16.23.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,3,4
e467bb58-24f3-48f1-97f4-c002f649e39c,49268d82,0,human,none,page_view,2025-12-05 22:58:40.757965565,172.16.89.137,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
31c4c723-b0d8-463b-8cce-a440d7df5764,4ae1a80a,0,human,none,page_view,2025-12-05 22:49:05.333138227,192.168.239.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
6017f4ff-e0a9-499b-b08b-2a557b92729c,4b04e1f6,0,human,none,click,2025-12-05 22:48:44.979017496,172.16.61.148,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
e93aae95-0d22-4b16-9421-df21e9a14467,4b0d19cf,0,human,none,page_view,2025-12-05 23:14:34.638695955,192.168.227.145,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
a8f32f84-cdac-4d3c-9977-bb94fdbad7dc,4b10f8b9,0,human,none,page_view,2025-12-05 22:57:37.489930630,192.168.176.175,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,2,4
ec7b5a84-34d1-4dae-ba48-c0d8449fa9b0,4db9fc8d,0,human,none,click,2025-12-05 22:48:50.141868114,10.0.162.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,0,4
c5f1f60b-c639-4b5d-afe0-4cf64e058fc4,4e4c1c96,0,human,none,click,2025-12-05 22:49:10.615604162,10.0.187.175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,0,4
e97e581d-0802-48e6-b173-47d47692c7ad,4eae7d80,0,human,none,search,2025-12-05 22:54:01.615714073,172.16.127.16,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",1,,0.0,4,4
3f256b4d-aac0-4802-b687-0f0cfb9a0c2b,50e78f7e,1,bot,selenium_bot,scroll,2025-12-05 23:13:48.695450783,192.168.245.28,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),1,,0.0,3,7
