event_id,session_id,timestamp,event_time,hour,day_of_week,action,action_code,actions_per_session,session_duration_sec,time_diff_sec,ip_address,is_private_ip,user_agent,device_type,browser_family,os_family,is_bot,bot_type
306c36da-cb15-4af9-978d-11cd267fc302,sess_00629599bcfa,2025-12-14 09:01:52.528490,2025-12-14 09:01:52.528490,9,6,search,4,4,2.128814,0.819875,157.55.39.231,0,Go-http-client/2.0,desktop,other,other,1,bingbot
efd76d42-463e-4095-bc8e-b90ae89e6876,sess_00652239b577,2025-12-16 09:20:48.808351,2025-12-16 09:20:48.808351,9,1,page_view,2,1,0.0,0.0,172.16.244.64,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
2c9ac0a2-dff7-4b78-ad15-35a20128d7be,sess_006faae187c6,2025-12-14 11:25:32.711759,2025-12-14 11:25:32.711759,11,6,page_view,2,1,0.0,0.0,192.168.169.15,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
39facd58-afdf-4baf-9547-b0857f51bd79,sess_0082675bfe18,2025-12-14 11:28:58.033505,2025-12-14 11:28:58.033505,11,6,page_view,2,1,0.0,0.0,192.168.238.211,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
6c9e8551-bf63-4788-b452-bdf7d716df3b,sess_008bf2247664,2025-12-14 09:59:55.016851,2025-12-14 09:59:55.016851,9,6,click,0,1,0.0,0.0,172.16.233.146,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos,0,none
178b718c-7532-4925-8c60-85ab3daed282,sess_00b99b1fe9f5,2025-12-11 14:50:18.933589,2025-12-11 14:50:18.933589,14,3,scroll,3,5,2.804729,0.0,10.93.70.228,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,curl_bot
80f78603-cf6f-44b4-a3e2-24bfa9f3efc5,sess_00b99b1fe9f5,2025-12-11 14:50:19.443368,2025-12-11 14:50:19.443368,14,3,page_view,2,5,2.804729,0.509779,10.93.70.228,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,curl_bot
07a05090-c7ca-43b3-81ac-83996beae72a,sess_00b99b1fe9f5,2025-12-11 14:50:20.458234,2025-12-11 14:50:20.458234,14,3,page_view,2,5,2.804729,1.014866,10.93.70.228,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,curl_bot
abfc5c6d-bb96-48f0-81a8-72f5f0907540,sess_00b99b1fe9f5,2025-12-11 14:50:21.131599,2025-12-11 14:50:21.131599,14,3,click,0,5,2.804729,0.673365,10.93.70.228,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,curl_bot
492cdd32-7e33-4d26-8772-b58cae648a89,sess_00b99b1fe9f5,2025-12-11 14:50:21.738318,2025-12-11 14:50:21.738318,14,3,page_view,2,5,2.804729,0.606719,10.93.70.228,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,curl_bot
1d83415c-75f3-4293-9da4-3b6a14d40304,sess_00c31fc54deb,2025-12-14 11:51:54.245794,2025-12-14 11:51:54.245794,11,6,click,0,1,0.0,0.0,10.0.97.185,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
fa054e28-2545-477e-bf9e-7a0dd7febe4d,sess_00d681cb5b2c,2025-12-14 10:54:13.727702,2025-12-14 10:54:13.727702,10,6,page_view,2,1,0.0,0.0,66.249.66.44,0,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),desktop,bot_client,other,0,none
6b7bb01b-a7ea-4f37-816d-5b1f1d5dd70b,sess_00d9234a3873,2025-12-14 09:44:04.520544,2025-12-14 09:44:04.520544,9,6,page_view,2,1,0.0,0.0,10.0.59.2,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos,0,none
7efb386a-1bfe-488c-aef1-a8f205274c6a,sess_00ee64982158,2025-12-14 11:37:14.067541,2025-12-14 11:37:14.067541,11,6,click,0,1,0.0,0.0,192.168.73.137,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
64fb30a7-b4cc-40c7-9ccd-01c94686a70b,sess_00eeba3719a5,2025-12-14 12:07:31.243515,2025-12-14 12:07:31.243515,12,6,search,4,1,0.0,0.0,172.24.167.5,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,python_requests_bot
693d08cd-2ae9-466b-80d7-3578e073f4a9,sess_00f7ded17695,2025-12-14 10:31:54.023627,2025-12-14 10:31:54.023627,10,6,scroll,3,1,0.0,0.0,10.191.251.80,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,python_requests_bot
ac4286c4-0110-47fb-bcdb-1de846a5fc34,sess_00fbb85a44d8,2025-12-16 09:28:05.987850,2025-12-16 09:28:05.987850,9,1,click,0,1,0.0,0.0,192.168.138.171,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
fd479440-bea1-4576-9eee-b076658ac5a9,sess_00fdbe7d1353,2025-12-28 10:24:51.376892,2025-12-28 10:24:51.376892,10,6,search,4,1,0.0,0.0,10.0.132.222,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos,0,none
c8761e5f-3607-4a81-aaeb-00d6b68c38c8,sess_0107b8303d10,2025-12-14 11:54:16.675597,2025-12-14 11:54:16.675597,11,6,page_view,2,1,0.0,0.0,172.16.223.82,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
4ba93010-c681-4be9-98be-afa99deb8223,sess_010ae523f111,2025-12-14 09:43:58.283697,2025-12-14 09:43:58.283697,9,6,scroll,3,3,2.445961,0.0,172.16.154.188,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows,0,none
8fe83400-790f-4245-8acf-58a2498cbdae,sess_010ae523f111,2025-12-14 09:44:00.003774,2025-12-14 09:44:00.003774,9,6,scroll,3,3,2.445961,1.720077,172.16.154.188,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows,0,none
088241b9-93df-4081-91db-0956f8e97fed,sess_010ae523f111,2025-12-14 09:44:00.729658,2025-12-14 09:44:00.729658,9,6,scroll,3,3,2.445961,0.725884,172.16.154.188,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows,0,none
b463b8db-0458-4ab5-a806-ff4a87de1052,sess_010c5e7fa95a,2025-12-14 09:48:20.581386,2025-12-14 09:48:20.581386,9,6,click,0,1,0.0,0.0,10.0.197.180,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
cf4a015d-ae68-4fc5-81b2-8281a57766d0,sess_011a037c8c7a,2025-12-28 10:31:27.490470,2025-12-28 10:31:27.490470,10,6,page_view,2,1,0.0,0.0,10.0.160.235,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
d8d9b6c7-1a6c-405f-9f94-0c6b9d6d9bf0,sess_011bbf88b688,2025-12-14 11:55:52.965091,2025-12-14 11:55:52.965091,11,6,search,4,1,0.0,0.0,10.175.154.213,1,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,googlebot
a7078c43-0466-4e99-8dd9-f477883dc82d,sess_0126ae6e378d,2025-12-16 13:41:06.057646,2025-12-16 13:41:06.057646,13,1,search,4,2,0.912502,0.0,10.0.59.149,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
cc1e62d8-cfb6-4bf0-9991-64029f18d078,sess_0126ae6e378d,2025-12-16 13:41:06.970148,2025-12-16 13:41:06.970148,13,1,click,0,2,0.912502,0.912502,10.0.59.149,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
560b6e28-33bf-40d0-866a-98875eac5268,sess_012edc38562a,2025-12-14 10:29:16.362894,2025-12-14 10:29:16.362894,10,6,page_view,2,1,0.0,0.0,172.16.185.83,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
25c211c5-28f5-48cf-ae84-25c1c730c400,sess_0132dfe15835,2025-12-14 10:03:37.259574,2025-12-14 10:03:37.259574,10,6,click,0,1,0.0,0.0,66.249.73.18,0,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,0,none
c8ba2ec1-0287-4af8-b6fd-a144227a82cf,sess_014323781122,2025-12-14 09:24:45.505780,2025-12-14 09:24:45.505780,9,6,login,1,1,0.0,0.0,172.16.46.182,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
b2b8d1b5-eb78-40c9-bdd1-161e2325d1e1,sess_0146d07c53e7,2025-12-14 11:47:14.487429,2025-12-14 11:47:14.487429,11,6,search,4,1,0.0,0.0,172.16.156.107,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
e1747524-6b0d-481f-a835-d08ce5270fb2,sess_014f22e52e2e,2025-12-14 09:02:00.225510,2025-12-14 09:02:00.225510,9,6,search,4,4,1.397317,0.0,192.168.83.179,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
f3a96168-8586-4957-8628-9e74bfcc8653,sess_014f22e52e2e,2025-12-14 09:02:00.769642,2025-12-14 09:02:00.769642,9,6,scroll,3,4,1.397317,0.544132,192.168.83.179,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
3a581871-542b-4b84-b50e-586cc904cb7e,sess_014f22e52e2e,2025-12-14 09:02:00.821353,2025-12-14 09:02:00.821353,9,6,click,0,4,1.397317,0.051711,192.168.83.179,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
994ddee8-5d73-4c3e-a574-54702642768e,sess_014f22e52e2e,2025-12-14 09:02:01.622827,2025-12-14 09:02:01.622827,9,6,click,0,4,1.397317,0.801474,192.168.83.179,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
71079378-a7c5-4409-9aef-682108d1e1b5,sess_0168db467e15,2025-12-11 14:50:24.885340,2025-12-11 14:50:24.885340,14,3,page_view,2,1,0.0,0.0,172.16.72.75,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos,0,none
e5c99298-afe6-4182-80d4-d804aa839b26,sess_018c8a857eaf,2025-12-16 09:20:47.511948,2025-12-16 09:20:47.511948,9,1,scroll,3,2,0.168319,0.0,172.16.117.207,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
514cb59e-5f33-406d-ae8e-f7b62c6f8da6,sess_018c8a857eaf,2025-12-16 09:20:47.680267,2025-12-16 09:20:47.680267,9,1,page_view,2,2,0.168319,0.168319,172.16.117.207,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
257cd916-996f-4e19-aa8c-43e9e7c2fdbf,sess_018d31007a4c,2025-12-14 10:27:40.177903,2025-12-14 10:27:40.177903,10,6,search,4,1,0.0,0.0,172.16.167.74,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
53a4aad1-0e12-4fac-aa61-a61258a07dbe,sess_018e8af19836,2025-12-16 13:42:25.825791,2025-12-16 13:42:25.825791,13,1,click,0,1,0.0,0.0,172.16.90.52,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
73f66aba-b2e7-4799-9596-6a0699e613ac,sess_0197406c7e27,2025-12-28 09:55:20.091551,2025-12-28 09:55:20.091551,9,6,scroll,3,2,1.165985,0.0,10.0.9.61,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
f7932a6d-f097-4bb3-b485-ea4c1f4e9f7d,sess_0197406c7e27,2025-12-28 09:55:21.257536,2025-12-28 09:55:21.257536,9,6,click,0,2,1.165985,1.165985,10.0.9.61,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
b189208f-7543-4cf7-9376-1e8df4f5268b,sess_019c123520ef,2025-12-28 10:02:09.684472,2025-12-28 10:02:09.684472,10,6,scroll,3,1,0.0,0.0,172.17.84.79,1,python-requests/2.31.0,desktop,other,other,1,curl_bot
fe015532-6588-44d0-a20a-d012fd313115,sess_01bac58350f9,2025-12-11 14:50:21.812238,2025-12-11 14:50:21.812238,14,3,click,0,3,2.340403,0.0,172.16.176.72,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
a9b1b007-7816-4045-8de7-bed36cf3685b,sess_01bac58350f9,2025-12-11 14:50:22.421586,2025-12-11 14:50:22.421586,14,3,click,0,3,2.340403,0.609348,172.16.176.72,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
1f0aa15d-7d52-468d-a21a-73c679d9bcdb,sess_01bac58350f9,2025-12-11 14:50:24.152641,2025-12-11 14:50:24.152641,14,3,page_view,2,3,2.340403,1.731055,172.16.176.72,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
b985baa0-c58a-4b5f-aa7c-3d4e72c08f42,sess_01c8c26a6b5c,2025-12-14 11:45:10.723135,2025-12-14 11:45:10.723135,11,6,scroll,3,1,0.0,0.0,172.16.6.75,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
7dc2aae9-e714-49de-861f-fa2e82dfaf3b,sess_01dc156b3063,2025-12-14 10:23:44.477021,2025-12-14 10:23:44.477021,10,6,page_view,2,1,0.0,0.0,172.16.59.174,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
2f63ed1b-a265-4bfb-a85a-4f5355844e7e,sess_01eb3235ba1b,2025-12-28 10:19:11.953070,2025-12-28 10:19:11.953070,10,6,scroll,3,1,0.0,0.0,172.16.249.144,1,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android,0,none
50ba0585-8a56-4dd9-a796-9f1818b69c61,sess_01ffa7122f3b,2025-12-11 14:54:45.414485,2025-12-11 14:54:45.414485,14,3,page_view,2,4,3.691624,0.0,10.0.178.202,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
66075516-96f8-4abe-af56-ae285429c8c0,sess_01ffa7122f3b,2025-12-11 14:54:46.446944,2025-12-11 14:54:46.446944,14,3,page_view,2,4,3.691624,1.032459,10.0.178.202,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
b99cbd7b-7636-4ba2-87f6-d63e92c368ed,sess_01ffa7122f3b,2025-12-11 14:54:47.751555,2025-12-11 14:54:47.751555,14,3,page_view,2,4,3.691624,1.304611,10.0.178.202,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
11958f65-ffd1-4be1-b36c-09920a2633f2,sess_01ffa7122f3b,2025-12-11 14:54:49.106109,2025-12-11 14:54:49.106109,14,3,search,4,4,3.691624,1.354554,10.0.178.202,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos,0,none
37e36f82-c39d-44f6-bffa-777377f5ed31,sess_0200935bccc6,2025-12-28 10:21:11.210288,2025-12-28 10:21:11.210288,10,6,search,4,1,0.0,0.0,10.0.57.64,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows,0,none
dac6263f-fc9d-4686-b75f-1b15e79cdb62,sess_0207e10f9f30,2025-12-28 10:06:14.246495,2025-12-28 10:06:14.246495,10,6,click,0,1,0.0,0.0,172.16.183.225,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
17cbaad7-b4b4-4bf6-838d-2d8b2d26d5cd,sess_020eddc11b2e,2025-12-11 14:50:54.644082,2025-12-11 14:50:54.644082,14,3,scroll,3,1,0.0,0.0,157.55.39.22,0,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other,1,googlebot
b3bd1675-e414-4704-a0c6-227dc21a27d1,sess_021008b970c2,2025-12-28 09:55:24.290535,2025-12-28 09:55:24.290535,9,6,search,4,1,0.0,0.0,172.16.95.252,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows,0,none
cf0a0e68-415a-4837-b8c4-6bc8e6566a11,sess_022d336e0e5d,2025-12-28 10:13:26.994573,2025-12-28 10:13:26.994573,10,6,page_view,2,1,0.0,0.0,10.0.144.115,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
1c0baef7-155f-4d3b-9180-e065cd53aee9,sess_022d603edd22,2025-12-14 10:56:50.862560,2025-12-14 10:56:50.862560,10,6,click,0,1,0.0,0.0,10.0.176.165,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
649fa5ec-c137-4688-9a23-3f13c9945f41,sess_0230ba106962,2025-12-14 11:45:48.662578,2025-12-14 11:45:48.662578,11,6,click,0,1,0.0,0.0,172.16.141.114,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux,0,none
80c2c75c-613a-4bae-a3ce-411d29437ef8,sess_0246a7224b6a,2025-12-16 13:42:56.318260,2025-12-16 13:42:56.318260,13,1,click,0,1,0.0,0.0,192.168.42.52,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos,0,none
cc1489ee-1e8c-425d-9add-173c7c088b10,sess_026993b41221,2025-12-14 10:39:44.817429,2025-12-14 10:39:44.817429,10,6,click,0,1,0.0,0.0,192.168.25.80,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows,0,none
